CINUM,ASSETATTRID,ALNVALUE
F5VIP-10.22.75.6: 5672,ACTIVESELFIP,10.22.75.9
F5VIP-10.22.75.6: 5672,STANDBYSELFIP,10.22.75.6
F5VIP-10.22.76.40: 443,FLOATINGSELFIP,10.22.76.41
F5VIP-10.22.76.40: 443,CMDBPORT,443
F5VIP-10.22.76.40: 443,ACTIVESELFIP,10.22.76.43
F5VIP-10.22.76.40: 443,STANDBYSELFIP,10.22.76.42
F5VIP-10.22.92.4: 3443,FLOATINGSELFIP,10.22.92.5
F5VIP-10.22.92.4: 3443,CMDBPORT,3443
F5VIP-10.22.92.4: 3443,ACTIVESELFIP,10.22.92.7
F5VIP-10.22.92.4: 3443,STANDBYSELFIP,10.22.92.6
F5VIP-10.22.92.4: 35063,FLOATINGSELFIP,10.22.92.5
F5VIP-10.22.92.4: 35063,CMDBPORT,35063
F5VIP-10.22.92.4: 35063,ACTIVESELFIP,10.22.92.7
F5VIP-10.22.92.4: 35063,STANDBYSELFIP,10.22.92.6
F5VIP-10.22.92.4: 35100,FLOATINGSELFIP,10.22.92.5
F5VIP-10.22.92.4: 35100,CMDBPORT,35100
F5VIP-10.22.92.4: 35100,ACTIVESELFIP,10.22.92.7
F5VIP-10.22.92.4: 35100,STANDBYSELFIP,10.22.92.6
F5VIP-10.22.92.4: 35101,FLOATINGSELFIP,10.22.92.5
F5VIP-10.22.92.4: 35101,CMDBPORT,35101
F5VIP-10.22.92.4: 35101,ACTIVESELFIP,10.22.92.7
F5VIP-10.22.92.4: 35101,STANDBYSELFIP,10.22.92.6
F5VIP-10.22.92.4: 35103,FLOATINGSELFIP,10.22.92.5
F5VIP-10.22.92.4: 35103,CMDBPORT,35103
F5VIP-10.22.92.4: 35103,ACTIVESELFIP,10.22.92.7
F5VIP-10.22.92.4: 35103,STANDBYSELFIP,10.22.92.6
F5VIP-10.22.92.4: 443,FLOATINGSELFIP,10.22.92.5
F5VIP-10.22.92.4: 443,CMDBPORT,443
F5VIP-10.22.92.4: 443,ACTIVESELFIP,10.22.92.7
F5VIP-10.22.92.4: 443,STANDBYSELFIP,10.22.92.6
F5VIP-10.22.92.4: 80,FLOATINGSELFIP,10.22.92.5
F5VIP-10.22.92.4: 80,CMDBPORT,80
F5VIP-10.22.92.4: 80,ACTIVESELFIP,10.22.92.7
F5VIP-10.22.92.4: 80,STANDBYSELFIP,10.22.92.6
WAFVIP-10.190.250.10,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.100,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.100,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.101,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.103,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.105,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.105,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.106,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.107,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.108,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.109,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.111,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.112,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.114,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.115,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.116,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.118,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.119,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.12,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.120,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.121,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.122,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.123,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.124,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.13,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.130,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.132,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.133,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.134,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.14,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.15,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.17,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.18,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.180,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.181,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.182,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.19,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.191,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.191,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.191,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.199,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.2,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.20,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.200,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.203,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.204,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.205,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.206,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.207,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.208,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.209,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.210,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.211,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.212,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.214,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.215,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.216,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.217,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.218,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.219,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.22,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.220,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.221,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.222,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.223,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.223,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.224,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.224,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.225,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.225,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.226,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.228,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.23,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.24,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.25,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.250,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.26,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.27,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.28,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.29,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.30,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.31,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.32,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.33,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.34,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.35,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.36,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.37,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.38,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.39,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.4,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.41,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.42,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.43,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.44,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.45,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.46,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.47,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.48,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.5,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.52,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.53,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.54,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.55,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.56,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.57,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.58,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.59,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.6,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.62,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.63,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.64,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.65,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.67,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.68,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.69,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.7,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.70,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.71,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.72,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.73,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.74,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.75,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.76,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.78,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.79,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.79,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.8,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.80,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.81,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.82,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.83,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.84,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.85,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.86,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.87,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.88,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.89,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.9,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.90,CMDBWAFVIPMODE,Transparent
WAFVIP-10.190.250.91,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.92,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.93,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.94,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.95,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.97,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.98,CMDBWAFVIPMODE,Blocking
WAFVIP-10.190.250.99,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.12,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.13,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.14,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.15,CMDBWAFVIPMODE,Transparent
WAFVIP-10.31.39.16,CMDBWAFVIPMODE,Transparent
WAFVIP-10.31.39.17,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.18,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.19,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.21,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.23,CMDBWAFVIPMODE,Transparent
WAFVIP-10.31.39.27,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.28,CMDBWAFVIPMODE,Transparent
WAFVIP-10.31.39.29,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.30,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.31,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.34,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.35,CMDBWAFVIPMODE,Transparent
WAFVIP-10.31.39.36,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.40,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.41,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.42,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.5,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.52,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.6,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.68,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.7,CMDBWAFVIPMODE,Blocking
WAFVIP-10.31.39.8,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.103,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.104,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.105,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.106,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.107,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.108,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.109,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.111,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.112,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.113,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.114,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.115,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.116,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.120,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.122,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.123,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.128,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.17,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.185,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.2,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.20,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.200,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.201,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.201,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.201,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.202,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.204,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.205,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.206,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.23,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.24,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.25,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.26,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.28,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.3,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.30,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.31,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.32,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.33,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.34,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.35,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.36,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.37,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.39,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.40,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.41,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.42,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.43,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.45,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.47,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.49,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.5,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.52,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.54,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.56,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.57,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.58,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.59,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.6,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.60,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.64,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.65,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.68,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.69,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.7,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.71,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.72,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.72,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.73,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.74,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.75,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.76,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.77,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.79,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.8,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.81,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.82,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.83,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.86,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.87,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.88,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.0.9,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.91,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.91,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.92,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.93,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.95,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.96,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.97,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.97,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.98,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.99,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.0.99,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.1.2,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.1.23,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.1.26,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.1.42,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.1.43,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.1.58,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.1.60,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.1.65,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.1.80,CMDBWAFVIPMODE,Transparent
WAFVIP-10.94.1.9,CMDBWAFVIPMODE,Blocking
WAFVIP-10.94.2.7,CMDBWAFVIPMODE,Transparent
